Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type,Listening Time (Morning/Afternoon/Night),Discover Weekly Engagement (%),Repeat Song Rate (%)
41,Australia,Tidal,Pop,284,148,The Weeknd,Free,Night,58.35,76.67
39,Australia,Amazon Music,Metal,127,433,BTS,Premium,Afternoon,76.86,37.85
42,Brazil,Apple Music,Reggae,209,101,Ed Sheeran,Premium,Night,70.64,77.25
28,UK,Apple Music,Metal,479,345,The Weeknd,Premium,Night,48.24,8.29
44,UK,YouTube,Rock,340,483,Ed Sheeran,Free,Morning,84.14,66.0
47,Australia,Tidal,Hip-Hop,54,269,Drake,Premium,Afternoon,61.79,79.78
33,USA,Amazon Music,Classical,187,11,BTS,Premium,Night,46.87,30.75
46,Germany,YouTube,Country,52,429,Bad Bunny,Premium,Night,30.17,76.91
18,South Korea,YouTube,Hip-Hop,121,414,Taylor Swift,Premium,Night,81.79,52.51
36,South Korea,Spotify,R&B,181,445,Adele,Premium,Afternoon,28.62,62.33
40,Japan,YouTube,Metal,68,179,Taylor Swift,Free,Night,82.39,12.85
30,Australia,Amazon Music,Pop,73,79,Dua Lipa,Premium,Afternoon,18.24,8.82
27,Brazil,Amazon Music,R&B,149,122,Drake,Free,Morning,50.76,56.23
16,France,Deezer,Rock,257,107,The Weeknd,Free,Morning,69.45,49.3
22,Australia,Tidal,Jazz,456,433,The Weeknd,Premium,Night,46.92,41.97
56,UK,Deezer,Rock,23,337,Adele,Premium,Morning,44.59,43.84
56,USA,Apple Music,Rock,262,366,Taylor Swift,Premium,Night,69.53,5.34
52,Japan,Tidal,Classical,259,482,Billie Eilish,Premium,Night,58.86,9.73
48,India,YouTube,Pop,43,490,Post Malone,Premium,Night,21.9,77.31
20,UK,Amazon Music,Metal,382,182,Ed Sheeran,Premium,Afternoon,73.46,48.54
29,Australia,Apple Music,Jazz,15,188,BTS,Premium,Afternoon,79.25,17.63
45,USA,Apple Music,Metal,398,39,Dua Lipa,Free,Night,75.18,46.41
34,Japan,Apple Music,Hip-Hop,545,104,The Weeknd,Premium,Night,22.28,59.63
46,South Korea,YouTube,R&B,596,367,Bad Bunny,Premium,Morning,55.71,27.62
16,South Korea,Amazon Music,Classical,433,433,Billie Eilish,Premium,Morning,31.83,25.43
24,France,Apple Music,Rock,31,371,Taylor Swift,Free,Afternoon,61.24,41.5
59,Brazil,Spotify,R&B,288,125,Post Malone,Premium,Night,60.69,13.07
37,Germany,Apple Music,Jazz,15,485,The Weeknd,Free,Morning,77.84,31.08
36,South Korea,Apple Music,Reggae,82,310,The Weeknd,Free,Afternoon,11.05,57.39
16,USA,Amazon Music,Classical,422,285,BTS,Premium,Night,87.27,44.6
19,France,Spotify,Hip-Hop,386,173,BTS,Premium,Morning,65.04,21.71
21,USA,Tidal,EDM,312,274,BTS,Free,Night,53.9,29.94
35,Brazil,YouTube,Rock,445,438,Ed Sheeran,Free,Morning,63.81,12.25
13,France,Apple Music,Metal,378,241,The Weeknd,Free,Afternoon,56.77,31.51
15,Australia,Tidal,Reggae,34,251,Bad Bunny,Premium,Morning,22.6,34.42
52,USA,Spotify,Reggae,496,439,Billie Eilish,Premium,Night,12.62,67.02
31,UK,Tidal,Metal,333,482,Dua Lipa,Free,Night,33.98,77.33
13,India,Deezer,Pop,154,53,Post Malone,Premium,Afternoon,72.38,7.85
28,Japan,Apple Music,R&B,553,57,The Weeknd,Free,Afternoon,17.77,71.29
17,India,Amazon Music,Classical,238,436,BTS,Free,Night,14.39,55.67
19,UK,Deezer,R&B,415,175,The Weeknd,Free,Afternoon,53.9,58.97
33,USA,Amazon Music,Country,578,498,Adele,Free,Afternoon,78.14,26.9
60,UK,Spotify,Country,116,38,Post Malone,Premium,Night,61.45,21.15
35,Brazil,YouTube,Jazz,488,459,BTS,Free,Afternoon,78.72,75.75
50,Brazil,Deezer,Country,491,1,Taylor Swift,Premium,Afternoon,89.6,57.03
22,India,Deezer,Jazz,99,424,Post Malone,Free,Morning,55.27,68.62
32,South Korea,Spotify,Metal,146,276,Dua Lipa,Free,Afternoon,65.11,16.06
44,France,YouTube,EDM,464,96,Dua Lipa,Free,Morning,21.62,29.57
45,Japan,YouTube,Classical,477,110,BTS,Free,Night,19.18,57.77
54,France,Apple Music,EDM,196,481,Ed Sheeran,Premium,Afternoon,83.57,72.64
36,Canada,YouTube,R&B,547,486,Taylor Swift,Free,Night,43.7,56.16
59,Australia,Spotify,Reggae,488,311,Bad Bunny,Free,Night,15.42,12.58
16,Brazil,Apple Music,Reggae,217,161,Dua Lipa,Premium,Night,13.63,34.74
48,UK,Deezer,Reggae,460,243,Taylor Swift,Premium,Night,50.42,10.74
22,UK,Spotify,Country,21,190,Billie Eilish,Free,Afternoon,77.83,31.46
52,India,Amazon Music,Pop,393,157,Ed Sheeran,Free,Night,19.02,12.1
50,UK,Deezer,Jazz,183,109,Billie Eilish,Free,Night,61.28,73.75
46,France,YouTube,Country,332,418,Post Malone,Free,Night,86.92,10.25
25,Germany,Deezer,Metal,308,410,Billie Eilish,Premium,Morning,37.35,11.79
54,South Korea,YouTube,Metal,206,208,Ed Sheeran,Free,Night,29.46,62.65
58,Germany,Apple Music,Jazz,482,415,Taylor Swift,Free,Night,84.93,21.67
16,France,Spotify,Metal,64,68,BTS,Premium,Morning,22.93,61.51
58,Canada,Spotify,Pop,142,228,Billie Eilish,Free,Afternoon,26.09,40.76
26,Germany,Deezer,EDM,243,497,Drake,Premium,Morning,41.37,28.46
24,Germany,YouTube,Pop,538,381,Adele,Free,Afternoon,19.47,36.0
24,France,Tidal,Reggae,423,47,Ed Sheeran,Premium,Morning,59.26,55.7
58,Germany,YouTube,Classical,336,139,BTS,Free,Afternoon,11.62,8.52
32,Japan,YouTube,Pop,494,387,Ed Sheeran,Premium,Night,40.89,34.03
27,Brazil,Tidal,R&B,306,382,Dua Lipa,Free,Afternoon,46.13,57.47
13,Canada,Tidal,Jazz,473,105,Dua Lipa,Premium,Night,50.95,21.19
13,Australia,Spotify,Rock,501,7,Ed Sheeran,Free,Afternoon,22.93,29.99
54,Germany,YouTube,R&B,258,391,Adele,Free,Night,62.69,14.7
34,UK,Amazon Music,Pop,440,115,BTS,Free,Afternoon,36.44,57.3
22,Brazil,Apple Music,Rock,514,206,BTS,Premium,Night,62.64,49.08
24,Japan,Tidal,Jazz,413,399,The Weeknd,Premium,Morning,49.95,64.58
51,UK,Deezer,Metal,252,70,Billie Eilish,Premium,Morning,66.85,64.56
33,Germany,YouTube,Metal,64,498,BTS,Free,Morning,55.44,45.57
49,Australia,Tidal,Reggae,498,78,BTS,Free,Night,88.11,35.88
60,France,Tidal,Country,16,325,Taylor Swift,Premium,Night,25.98,24.3
35,USA,YouTube,Metal,239,173,Bad Bunny,Premium,Night,20.31,20.64
57,South Korea,Amazon Music,Metal,551,166,The Weeknd,Premium,Morning,20.5,72.5
42,France,Amazon Music,Hip-Hop,359,468,Drake,Premium,Afternoon,12.39,36.02
50,Canada,Amazon Music,Hip-Hop,400,436,Billie Eilish,Premium,Morning,17.11,36.01
50,Japan,Amazon Music,EDM,383,349,The Weeknd,Free,Morning,79.61,69.45
49,Brazil,Tidal,EDM,44,98,Billie Eilish,Free,Night,28.52,41.12
50,Australia,Tidal,Pop,233,64,Adele,Free,Night,81.19,31.49
16,USA,Deezer,EDM,514,49,The Weeknd,Free,Night,45.29,23.98
23,USA,Deezer,Reggae,410,363,Billie Eilish,Premium,Morning,23.44,65.65
19,UK,Apple Music,Classical,510,355,Drake,Premium,Morning,53.65,6.15
24,Australia,Amazon Music,Country,185,99,The Weeknd,Premium,Night,67.26,71.11
56,Australia,YouTube,Classical,463,140,Bad Bunny,Premium,Night,41.22,11.82
16,Japan,Tidal,Pop,329,23,Dua Lipa,Premium,Night,24.71,57.68
51,Japan,Spotify,EDM,334,156,Drake,Premium,Morning,62.9,53.09
50,Japan,Apple Music,Rock,557,147,Taylor Swift,Free,Night,34.2,79.43
17,France,Apple Music,Classical,12,469,BTS,Premium,Morning,30.71,27.23
23,UK,Apple Music,Country,521,384,Drake,Premium,Afternoon,19.13,57.11
17,Japan,Spotify,Reggae,406,445,Bad Bunny,Premium,Morning,63.82,10.36
29,France,Amazon Music,R&B,502,157,Post Malone,Premium,Night,11.93,39.19
32,South Korea,YouTube,Rock,470,211,BTS,Premium,Morning,57.14,40.58
32,Brazil,Apple Music,Metal,96,138,Ed Sheeran,Free,Night,58.55,26.34
50,USA,YouTube,EDM,593,259,BTS,Free,Morning,25.81,73.48
35,Brazil,Spotify,Jazz,152,282,The Weeknd,Free,Night,30.63,51.29
29,Brazil,YouTube,Metal,463,65,Adele,Premium,Morning,45.6,28.19
35,USA,Deezer,Classical,258,324,The Weeknd,Premium,Morning,60.92,70.72
36,South Korea,Spotify,Country,183,401,Dua Lipa,Free,Afternoon,79.89,44.72
58,Australia,Spotify,Jazz,383,398,Adele,Free,Night,66.56,73.01
47,Japan,YouTube,Rock,104,228,Adele,Premium,Afternoon,84.3,14.08
41,Brazil,Tidal,Classical,329,158,Dua Lipa,Free,Morning,49.56,46.08
19,South Korea,YouTube,Rock,184,167,The Weeknd,Premium,Night,14.1,45.31
23,Brazil,YouTube,Country,253,355,Dua Lipa,Free,Afternoon,50.99,43.74
43,Brazil,Spotify,Metal,513,419,Ed Sheeran,Free,Afternoon,71.64,34.73
28,France,Tidal,Hip-Hop,488,389,Adele,Premium,Morning,63.71,73.35
45,Australia,Amazon Music,Metal,157,124,Drake,Free,Morning,57.05,48.78
29,France,Spotify,Country,19,354,Bad Bunny,Premium,Morning,21.76,42.14
26,India,Deezer,Hip-Hop,70,430,Adele,Free,Morning,36.91,55.06
16,Australia,Apple Music,Classical,513,335,Dua Lipa,Free,Night,77.72,7.49
60,Germany,Deezer,EDM,449,202,Drake,Free,Morning,64.18,23.35
30,France,Spotify,R&B,14,45,Taylor Swift,Premium,Night,11.37,72.2
52,Canada,Amazon Music,Reggae,397,406,Ed Sheeran,Free,Night,84.03,31.35
37,Canada,Amazon Music,Pop,345,129,Post Malone,Free,Morning,80.52,76.54
31,Brazil,Deezer,Jazz,458,32,Taylor Swift,Free,Morning,16.58,11.87
35,India,Deezer,Classical,188,22,Post Malone,Premium,Night,72.88,55.18
51,India,Amazon Music,Rock,441,80,BTS,Free,Morning,56.12,46.19
45,India,Deezer,Hip-Hop,246,186,Drake,Premium,Afternoon,21.5,67.59
28,Japan,Tidal,R&B,341,325,Taylor Swift,Free,Afternoon,51.25,61.02
36,France,YouTube,Reggae,387,417,Taylor Swift,Free,Afternoon,39.38,45.23
48,India,Apple Music,Country,75,498,Taylor Swift,Free,Afternoon,54.44,49.35
60,UK,Deezer,Country,348,81,Post Malone,Premium,Morning,49.23,22.36
41,Germany,YouTube,Jazz,223,15,Drake,Premium,Night,58.68,13.88
40,Canada,Tidal,R&B,302,267,BTS,Free,Night,26.69,32.35
17,Japan,Deezer,Metal,282,79,Taylor Swift,Free,Afternoon,43.82,6.97
25,USA,Amazon Music,Rock,459,163,Adele,Premium,Night,86.54,64.08
55,Brazil,Spotify,EDM,314,276,BTS,Premium,Night,51.67,27.13
38,UK,Tidal,R&B,134,434,Billie Eilish,Premium,Morning,46.38,54.51
13,Germany,Tidal,Pop,480,83,BTS,Premium,Night,57.53,12.63
53,Canada,Apple Music,Metal,276,376,Bad Bunny,Free,Night,56.23,69.58
38,Australia,Deezer,R&B,425,207,Billie Eilish,Free,Night,52.41,12.95
41,UK,Apple Music,Rock,243,91,The Weeknd,Premium,Night,57.54,34.69
17,USA,Deezer,Classical,286,291,Adele,Premium,Afternoon,70.27,74.22
46,Germany,Amazon Music,Reggae,429,175,Ed Sheeran,Free,Morning,14.89,28.29
25,UK,Apple Music,Rock,273,251,Dua Lipa,Free,Afternoon,20.57,25.4
59,Australia,Amazon Music,EDM,334,87,Adele,Premium,Afternoon,51.65,64.04
40,USA,Spotify,Classical,546,209,The Weeknd,Premium,Night,81.49,58.01
47,USA,Apple Music,Reggae,167,381,Ed Sheeran,Free,Morning,57.73,9.21
58,Japan,Spotify,Classical,531,327,Post Malone,Free,Night,65.33,46.49
31,Australia,Tidal,EDM,505,199,Billie Eilish,Premium,Night,24.18,54.11
38,Australia,Deezer,R&B,258,169,BTS,Free,Afternoon,26.28,58.83
16,UK,Amazon Music,Hip-Hop,419,226,Drake,Free,Morning,52.13,28.05
25,South Korea,Deezer,EDM,170,350,Post Malone,Premium,Night,65.75,33.06
50,Japan,Deezer,Reggae,45,128,Adele,Premium,Night,19.21,72.33
30,India,Tidal,Country,382,129,BTS,Premium,Morning,22.73,50.24
24,South Korea,Spotify,EDM,121,363,Billie Eilish,Free,Morning,62.22,7.2
30,Canada,Deezer,R&B,524,197,The Weeknd,Premium,Afternoon,64.7,5.52
36,UK,Amazon Music,Jazz,534,326,Dua Lipa,Free,Morning,11.33,77.36
50,UK,Amazon Music,Pop,197,244,Billie Eilish,Free,Afternoon,18.27,18.07
57,Canada,YouTube,R&B,431,314,Drake,Premium,Night,75.93,72.54
52,Canada,Deezer,Country,176,219,Adele,Premium,Morning,21.17,57.31
59,UK,Amazon Music,R&B,39,367,Dua Lipa,Free,Morning,86.97,49.67
46,France,Spotify,Reggae,126,473,BTS,Free,Morning,43.13,59.54
25,South Korea,Spotify,Country,592,59,Drake,Free,Morning,61.3,63.38
15,Brazil,Tidal,Country,306,265,Drake,Premium,Night,41.57,13.39
20,Brazil,Apple Music,R&B,420,222,Post Malone,Free,Morning,51.43,78.48
30,UK,Amazon Music,Jazz,152,4,Billie Eilish,Premium,Morning,24.94,44.94
55,Brazil,Apple Music,Pop,589,488,Bad Bunny,Free,Night,69.58,39.81
51,Australia,Tidal,Hip-Hop,52,99,The Weeknd,Premium,Afternoon,23.32,52.92
37,Japan,YouTube,EDM,278,283,The Weeknd,Premium,Morning,50.44,48.36
56,India,Tidal,Jazz,121,488,Billie Eilish,Free,Afternoon,81.18,41.1
21,Canada,Spotify,EDM,569,266,Dua Lipa,Premium,Afternoon,32.88,73.3
40,South Korea,Tidal,Pop,496,245,Dua Lipa,Free,Afternoon,48.24,48.94
22,India,Spotify,Reggae,459,252,Taylor Swift,Free,Afternoon,73.59,11.24
43,France,Apple Music,EDM,236,263,Dua Lipa,Premium,Morning,81.29,67.13
52,Germany,Tidal,Country,242,428,Drake,Premium,Afternoon,73.07,29.18
51,UK,Spotify,EDM,13,440,Billie Eilish,Free,Morning,47.09,30.83
47,South Korea,Amazon Music,Hip-Hop,247,300,BTS,Free,Afternoon,81.2,68.97
35,Australia,Tidal,EDM,457,153,Bad Bunny,Premium,Afternoon,23.18,63.48
34,France,Spotify,Jazz,103,441,Bad Bunny,Premium,Night,16.63,75.55
60,Australia,Deezer,EDM,32,428,Bad Bunny,Premium,Morning,71.02,42.93
31,Australia,Tidal,Jazz,506,425,Taylor Swift,Free,Morning,10.91,60.47
40,Canada,YouTube,R&B,501,226,Post Malone,Free,Morning,57.24,77.22
26,Germany,Deezer,Country,218,330,Drake,Free,Afternoon,74.76,7.51
36,South Korea,Apple Music,Metal,188,11,Ed Sheeran,Premium,Night,75.25,67.12
20,France,Amazon Music,Jazz,220,345,Bad Bunny,Premium,Morning,27.63,15.55
25,Brazil,YouTube,R&B,195,337,Post Malone,Premium,Morning,80.64,26.9
29,Australia,Tidal,Reggae,334,262,Taylor Swift,Free,Night,83.26,79.48
23,France,Apple Music,EDM,368,368,Post Malone,Free,Afternoon,61.31,18.01
39,France,Apple Music,Jazz,253,368,The Weeknd,Free,Night,18.36,71.39
45,UK,YouTube,Rock,481,360,Bad Bunny,Free,Morning,65.73,9.88
55,India,Amazon Music,Metal,126,238,Adele,Premium,Afternoon,48.99,69.56
58,France,YouTube,Hip-Hop,23,393,BTS,Premium,Afternoon,32.66,35.52
34,USA,Deezer,R&B,428,172,Adele,Free,Afternoon,57.29,10.39
46,UK,Tidal,Reggae,593,408,Ed Sheeran,Free,Morning,34.17,43.06
57,USA,Amazon Music,Metal,552,372,Adele,Premium,Night,29.37,77.68
58,South Korea,Tidal,Rock,471,309,Ed Sheeran,Premium,Morning,47.74,68.17
55,France,Amazon Music,Pop,528,396,The Weeknd,Free,Morning,56.68,55.82
48,UK,Apple Music,Metal,597,333,Ed Sheeran,Premium,Morning,29.5,66.19
39,Brazil,Spotify,R&B,467,383,BTS,Premium,Morning,63.94,64.94
56,Japan,Apple Music,Rock,240,261,Taylor Swift,Premium,Afternoon,68.53,14.51
45,Japan,Amazon Music,Pop,558,474,Billie Eilish,Premium,Night,64.85,25.32
47,Brazil,Deezer,EDM,521,138,Adele,Premium,Afternoon,12.66,60.2
59,USA,Spotify,Reggae,394,231,Dua Lipa,Free,Night,47.38,5.44
40,Canada,Amazon Music,R&B,499,395,Bad Bunny,Premium,Afternoon,52.06,47.62
13,South Korea,Spotify,Jazz,380,152,Post Malone,Free,Morning,52.55,51.69
14,Germany,YouTube,Jazz,236,332,Bad Bunny,Free,Night,82.19,50.73
46,India,Amazon Music,Rock,237,450,Bad Bunny,Free,Afternoon,68.03,35.55
22,Canada,Deezer,Classical,279,151,Ed Sheeran,Premium,Afternoon,20.76,54.78
13,India,Amazon Music,Country,243,261,Adele,Premium,Morning,72.9,74.72
27,Australia,Spotify,EDM,273,362,Ed Sheeran,Premium,Night,44.31,71.29
47,UK,Apple Music,Jazz,196,226,Post Malone,Free,Night,88.89,52.05
55,UK,Amazon Music,R&B,578,469,Adele,Free,Afternoon,76.48,76.38
42,Japan,Amazon Music,Classical,167,359,Dua Lipa,Free,Night,68.95,19.08
14,South Korea,Spotify,Rock,221,256,BTS,Free,Afternoon,79.03,44.52
23,Japan,Apple Music,Reggae,243,60,Billie Eilish,Free,Afternoon,71.48,42.27
42,Brazil,YouTube,Reggae,137,316,Billie Eilish,Free,Morning,49.53,11.08
41,UK,Spotify,Reggae,260,107,Drake,Premium,Morning,49.82,34.05
19,UK,YouTube,Rock,199,439,Bad Bunny,Free,Night,49.46,73.85
30,Germany,Apple Music,Hip-Hop,493,461,Dua Lipa,Free,Afternoon,22.85,39.03
56,Japan,Apple Music,Metal,292,219,Bad Bunny,Free,Night,41.11,38.05
53,Germany,YouTube,Country,335,95,Post Malone,Free,Afternoon,18.82,55.48
46,France,YouTube,R&B,379,182,BTS,Premium,Morning,65.65,24.84
24,Canada,Tidal,Metal,251,145,Adele,Free,Afternoon,42.97,66.93
40,Brazil,YouTube,Pop,494,115,BTS,Free,Night,16.82,77.57
18,UK,Deezer,Hip-Hop,570,246,Taylor Swift,Premium,Afternoon,69.77,54.47
56,India,YouTube,Classical,388,38,The Weeknd,Premium,Night,28.69,18.54
14,Brazil,Apple Music,Hip-Hop,280,2,Drake,Free,Morning,72.29,9.01
27,UK,Spotify,Metal,246,71,Adele,Premium,Afternoon,19.19,10.96
41,Canada,Apple Music,Country,563,275,Bad Bunny,Premium,Morning,21.5,27.75
37,Brazil,Tidal,Rock,231,420,Dua Lipa,Free,Night,89.67,76.16
27,USA,Apple Music,EDM,115,437,Post Malone,Premium,Night,76.98,77.7
17,UK,Amazon Music,Country,282,225,Adele,Free,Night,59.83,67.68
52,Brazil,Spotify,Country,495,88,Dua Lipa,Free,Afternoon,17.13,69.66
49,India,Amazon Music,Country,424,177,Billie Eilish,Free,Afternoon,48.88,27.79
59,South Korea,Spotify,Hip-Hop,154,1,Ed Sheeran,Premium,Night,33.24,22.03
27,Japan,Deezer,Metal,74,364,Post Malone,Premium,Afternoon,54.33,6.0
46,USA,Spotify,Metal,96,7,Billie Eilish,Free,Morning,88.74,25.27
27,Canada,Spotify,R&B,60,276,Billie Eilish,Premium,Afternoon,53.02,78.01
56,USA,Amazon Music,Country,581,37,Drake,Premium,Afternoon,28.95,28.77
41,Brazil,Tidal,Pop,251,116,BTS,Free,Morning,60.53,47.82
17,USA,Apple Music,Metal,332,20,Post Malone,Free,Morning,41.58,20.84
29,UK,YouTube,Jazz,404,470,Taylor Swift,Free,Morning,85.34,53.6
42,Japan,Tidal,Classical,359,151,BTS,Free,Morning,53.32,58.49
22,UK,Amazon Music,Country,355,203,Post Malone,Premium,Morning,77.8,42.83
17,South Korea,Deezer,Country,344,112,Post Malone,Premium,Morning,74.93,48.93
26,UK,Spotify,Country,359,93,Taylor Swift,Premium,Afternoon,55.97,57.62
28,France,Tidal,Country,572,162,Post Malone,Free,Morning,24.54,14.87
49,India,YouTube,EDM,577,101,Dua Lipa,Premium,Morning,55.31,59.07
60,USA,Spotify,Pop,563,237,Adele,Premium,Afternoon,42.34,30.09
35,Canada,Spotify,Rock,141,101,Billie Eilish,Premium,Morning,20.88,69.09
49,South Korea,Tidal,Hip-Hop,206,202,Bad Bunny,Premium,Afternoon,76.46,30.55
42,India,Spotify,Rock,136,480,Adele,Free,Night,64.94,24.49
57,South Korea,YouTube,Jazz,368,247,Ed Sheeran,Premium,Morning,84.71,46.74
36,France,Deezer,Jazz,571,366,Drake,Premium,Afternoon,64.65,14.77
59,Canada,Tidal,Hip-Hop,185,104,Bad Bunny,Premium,Morning,12.05,11.59
51,UK,Apple Music,Rock,470,432,The Weeknd,Premium,Morning,22.26,32.76
36,India,YouTube,Rock,97,26,Post Malone,Premium,Afternoon,54.52,50.89
20,Brazil,Spotify,Reggae,212,353,Drake,Premium,Afternoon,58.89,14.11
45,Brazil,Amazon Music,Reggae,336,451,Ed Sheeran,Premium,Night,24.03,60.18
56,Brazil,Spotify,Country,221,232,Dua Lipa,Premium,Morning,72.96,9.46
50,UK,Apple Music,Rock,408,500,Taylor Swift,Premium,Morning,11.3,26.81
42,Brazil,YouTube,Rock,555,251,The Weeknd,Premium,Afternoon,38.83,14.55
32,Japan,Amazon Music,Country,63,266,Post Malone,Free,Morning,65.4,17.86
14,UK,YouTube,Metal,287,462,Ed Sheeran,Premium,Night,71.55,12.34
49,Japan,Apple Music,EDM,384,327,BTS,Free,Night,27.16,56.77
40,France,Amazon Music,Classical,427,161,Dua Lipa,Free,Night,57.88,53.83
58,UK,Apple Music,Pop,352,392,Ed Sheeran,Free,Night,15.81,61.07
14,Japan,YouTube,Country,368,78,Drake,Premium,Morning,47.9,40.86
21,Brazil,Tidal,Pop,14,456,BTS,Free,Afternoon,18.46,24.07
23,Canada,Spotify,Reggae,454,347,Adele,Free,Morning,66.14,9.35
19,South Korea,Amazon Music,Classical,138,18,BTS,Free,Afternoon,64.44,12.11
55,India,Spotify,Pop,91,214,Taylor Swift,Free,Night,45.1,26.31
40,Canada,Deezer,Pop,530,302,Dua Lipa,Premium,Night,73.78,62.31
29,Japan,YouTube,Country,571,73,BTS,Premium,Afternoon,51.09,16.51
24,Canada,Apple Music,Rock,17,216,Post Malone,Premium,Afternoon,89.17,18.84
20,Brazil,Spotify,EDM,245,25,Bad Bunny,Free,Night,58.82,33.13
50,France,Deezer,Hip-Hop,306,467,Bad Bunny,Free,Morning,23.14,13.89
24,France,Apple Music,Reggae,481,303,Ed Sheeran,Free,Morning,18.03,14.07
31,France,YouTube,Pop,566,15,Dua Lipa,Premium,Afternoon,79.27,10.12
29,Canada,YouTube,Classical,211,84,Adele,Premium,Night,54.54,22.08
25,USA,Amazon Music,Pop,549,89,The Weeknd,Premium,Morning,84.06,33.77
49,South Korea,YouTube,Country,64,291,Taylor Swift,Premium,Night,30.76,58.73
36,Japan,Apple Music,Hip-Hop,390,302,Post Malone,Free,Morning,50.34,64.2
24,France,YouTube,Hip-Hop,469,223,The Weeknd,Premium,Afternoon,51.68,29.16
32,France,Apple Music,Metal,328,350,Billie Eilish,Free,Night,19.7,5.54
28,USA,Apple Music,Metal,549,205,The Weeknd,Free,Morning,35.56,7.32
15,Brazil,Deezer,Rock,541,131,Ed Sheeran,Free,Afternoon,41.63,52.59
13,France,Apple Music,Reggae,381,205,The Weeknd,Premium,Night,43.98,34.47
34,Japan,Apple Music,Reggae,444,481,Billie Eilish,Free,Morning,25.27,32.26
23,Australia,Amazon Music,Pop,358,438,BTS,Free,Morning,58.55,41.22
30,Germany,Amazon Music,EDM,239,20,Bad Bunny,Premium,Afternoon,83.77,11.12
37,India,Amazon Music,Hip-Hop,288,356,Billie Eilish,Free,Morning,72.02,8.23
32,UK,YouTube,Reggae,254,320,Billie Eilish,Free,Night,38.55,37.78
36,Brazil,Deezer,R&B,68,25,Billie Eilish,Free,Afternoon,83.07,48.47
41,Japan,Amazon Music,Jazz,585,86,Adele,Free,Night,57.86,18.31
27,Brazil,YouTube,Rock,68,266,Drake,Free,Afternoon,67.52,16.11
34,USA,Amazon Music,Rock,14,247,Billie Eilish,Premium,Morning,17.94,71.04
36,South Korea,Amazon Music,Rock,419,334,Drake,Free,Morning,43.67,23.7
22,France,Tidal,Jazz,563,34,Post Malone,Free,Night,63.45,20.07
15,Japan,Deezer,EDM,52,490,The Weeknd,Free,Morning,31.72,26.57
41,Japan,Amazon Music,Pop,48,333,Ed Sheeran,Premium,Morning,15.89,24.24
30,USA,Tidal,Reggae,463,137,The Weeknd,Free,Night,61.51,70.9
30,USA,Apple Music,Pop,214,127,Adele,Premium,Afternoon,69.53,35.21
18,Australia,Amazon Music,Jazz,248,469,Post Malone,Premium,Morning,43.5,16.23
28,Australia,Amazon Music,Pop,10,30,Post Malone,Premium,Night,47.26,40.1
51,Germany,Tidal,Jazz,277,308,Ed Sheeran,Premium,Night,62.21,73.29
33,India,Apple Music,Rock,480,258,Drake,Free,Night,34.95,68.02
57,France,Amazon Music,Hip-Hop,181,233,Dua Lipa,Free,Morning,36.2,54.43
24,USA,Deezer,Classical,308,430,Taylor Swift,Free,Night,40.88,38.62
45,Australia,Apple Music,Reggae,342,199,Bad Bunny,Premium,Afternoon,87.27,37.46
41,India,Spotify,Reggae,567,102,Ed Sheeran,Free,Night,34.55,16.06
55,Germany,Deezer,Rock,293,182,Billie Eilish,Free,Morning,49.88,42.57
14,South Korea,Amazon Music,EDM,412,321,The Weeknd,Premium,Morning,50.57,66.85
27,South Korea,Tidal,Hip-Hop,391,429,Taylor Swift,Premium,Morning,88.61,52.23
27,Japan,YouTube,Reggae,338,494,Billie Eilish,Free,Morning,57.27,47.86
57,France,Apple Music,Rock,576,485,BTS,Free,Night,25.08,22.14
47,France,Spotify,Metal,468,141,Ed Sheeran,Premium,Night,57.68,9.8
36,India,Deezer,EDM,386,382,Bad Bunny,Free,Night,50.27,43.38
14,USA,Deezer,Hip-Hop,475,441,Post Malone,Premium,Night,68.28,15.21
49,Brazil,Deezer,Classical,42,225,The Weeknd,Premium,Night,71.58,33.92
43,France,Tidal,Hip-Hop,592,440,Bad Bunny,Free,Night,33.85,47.34
28,UK,Deezer,Reggae,396,378,Bad Bunny,Free,Night,31.79,43.93
34,USA,Tidal,R&B,14,50,Drake,Free,Night,56.89,62.56
26,Germany,Amazon Music,Pop,245,361,Bad Bunny,Free,Morning,39.44,26.72
51,UK,YouTube,Metal,455,93,Dua Lipa,Premium,Afternoon,54.68,20.76
42,Australia,Spotify,R&B,579,399,Billie Eilish,Free,Morning,47.75,19.38
55,Australia,YouTube,Jazz,386,347,Bad Bunny,Premium,Afternoon,86.83,34.46
45,South Korea,Amazon Music,Hip-Hop,356,455,Ed Sheeran,Free,Morning,57.5,15.17
25,UK,YouTube,Country,223,108,Billie Eilish,Free,Night,78.63,77.16
17,Brazil,YouTube,Rock,362,241,Drake,Free,Night,40.1,52.72
21,Australia,YouTube,Pop,587,62,BTS,Free,Afternoon,25.65,66.46
30,India,Apple Music,Country,421,352,Adele,Free,Morning,42.38,49.13
15,Canada,Deezer,Classical,41,305,Taylor Swift,Premium,Night,79.12,64.29
35,South Korea,Spotify,Classical,495,66,Post Malone,Premium,Morning,41.5,40.73
25,Germany,Spotify,Rock,62,383,The Weeknd,Premium,Morning,61.19,71.45
